Edit Distances,MSE,MAD
8_14,0.085,0.183
8_15,0.085,0.183
8_2,0.085,0.183
8_3,0.085,0.183
8_4,0.085,0.183
8_5,0.085,0.183
8_6,0.085,0.183
8_7,0.085,0.183
8_8,0.085,0.183
8_9,0.085,0.183
9_0,0.085,0.183
9_1,0.085,0.183
9_10,0.085,0.183
9_11,0.085,0.183
9_12,0.085,0.183
9_13,0.085,0.183
9_14,0.085,0.183
9_15,0.085,0.183
9_2,0.085,0.183
9_3,0.085,0.183
9_4,0.085,0.183
9_5,0.085,0.183
9_6,0.085,0.183
9_7,0.085,0.183
9_8,0.085,0.183
9_9,0.085,0.183
