Edit Distances,MSE,MAD
1_12,0.076,0.201
1_13,0.076,0.201
1_14,0.076,0.201
1_15,0.076,0.201
1_2,0.076,0.201
1_3,0.076,0.201
1_4,0.076,0.201
1_5,0.076,0.201
1_6,0.076,0.201
1_7,0.076,0.201
1_8,0.076,0.201
1_9,0.076,0.201
2_0,0.076,0.201
2_1,0.076,0.201
2_10,0.076,0.201
2_11,0.076,0.201
2_12,0.076,0.201
2_13,0.076,0.201
2_14,0.076,0.201
2_15,0.076,0.201
2_2,0.076,0.201
2_3,0.076,0.201
2_4,0.076,0.201
2_5,0.076,0.201
2_6,0.076,0.201
2_7,0.076,0.201
2_8,0.076,0.201
2_9,0.076,0.201
3_0,0.076,0.201
3_1,0.076,0.201
3_10,0.076,0.201
3_11,0.076,0.201
3_12,0.076,0.201
3_13,0.076,0.201
3_14,0.076,0.201
3_15,0.076,0.201
3_2,0.076,0.201
3_3,0.076,0.201
3_4,0.076,0.201
3_5,0.076,0.201
3_6,0.076,0.201
3_7,0.076,0.201
3_8,0.076,0.201
3_9,0.076,0.201
4_0,0.075,0.199
4_1,0.075,0.199
4_10,0.075,0.199
4_11,0.075,0.199
4_12,0.075,0.199
4_13,0.075,0.199
4_14,0.075,0.199
4_15,0.075,0.199
4_2,0.075,0.199
4_3,0.075,0.199
4_4,0.075,0.199
4_5,0.075,0.199
4_6,0.075,0.199
4_7,0.075,0.199
4_8,0.075,0.199
4_9,0.075,0.199
5_0,0.075,0.199
5_1,0.075,0.199
5_10,0.075,0.199
5_11,0.075,0.199
5_12,0.075,0.199
5_13,0.075,0.199
5_14,0.075,0.199
5_15,0.075,0.199
5_2,0.075,0.199
5_3,0.075,0.199
5_4,0.075,0.199
5_5,0.075,0.199
5_6,0.075,0.199
5_7,0.075,0.199
5_8,0.075,0.199
5_9,0.075,0.199
6_0,0.075,0.199
6_1,0.075,0.199
6_10,0.075,0.199
6_11,0.075,0.199
6_12,0.075,0.199
6_13,0.075,0.199
6_14,0.075,0.199
6_15,0.075,0.199
6_2,0.075,0.199
6_3,0.075,0.199
6_4,0.075,0.199
6_5,0.075,0.199
6_6,0.075,0.199
6_7,0.075,0.199
6_8,0.075,0.199
6_9,0.075,0.199
7_0,0.075,0.199
7_1,0.075,0.199
7_10,0.075,0.199
7_11,0.075,0.199
7_12,0.075,0.199
7_13,0.075,0.199
7_14,0.075,0.199
7_15,0.075,0.199
7_2,0.075,0.199
7_3,0.075,0.199
7_4,0.075,0.199
7_5,0.075,0.199
7_6,0.075,0.199
7_7,0.075,0.199
7_8,0.075,0.199
7_9,0.075,0.199
8_0,0.075,0.201
8_1,0.075,0.201
8_10,0.075,0.201
8_11,0.075,0.201
8_12,0.075,0.201
8_13,0.075,0.201
8_14,0.075,0.201
8_15,0.075,0.201
8_2,0.075,0.201
8_3,0.075,0.201
8_4,0.075,0.201
8_5,0.075,0.201
8_6,0.075,0.201
8_7,0.075,0.201
8_8,0.075,0.201
8_9,0.075,0.201
9_0,0.075,0.201
9_1,0.075,0.201
9_10,0.075,0.201
9_11,0.075,0.201
9_12,0.075,0.201
9_13,0.075,0.201
9_14,0.075,0.201
9_15,0.075,0.201
9_2,0.075,0.201
9_3,0.075,0.201
9_4,0.075,0.201
9_5,0.075,0.201
9_6,0.075,0.201
9_7,0.075,0.201
9_8,0.075,0.201
9_9,0.075,0.201
