Edit Distances,MSE,MAD
5_9,0.063,0.188
6_0,0.063,0.188
6_1,0.063,0.188
6_10,0.055,0.181
6_11,0.055,0.181
6_12,0.055,0.181
6_13,0.055,0.181
6_14,0.055,0.181
6_15,0.055,0.181
6_2,0.063,0.188
6_3,0.063,0.188
6_4,0.055,0.181
6_5,0.055,0.181
6_6,0.055,0.181
6_7,0.055,0.181
6_8,0.055,0.181
6_9,0.055,0.181
7_0,0.063,0.19
7_1,0.063,0.19
7_10,0.056,0.182
7_11,0.056,0.182
7_12,0.056,0.182
7_13,0.056,0.182
7_14,0.056,0.182
7_15,0.056,0.182
7_2,0.063,0.19
7_3,0.063,0.19
7_4,0.056,0.182
7_5,0.056,0.182
7_6,0.056,0.182
7_7,0.056,0.182
7_8,0.056,0.182
7_9,0.056,0.182
8_0,0.063,0.19
8_1,0.063,0.19
8_10,0.056,0.182
8_11,0.056,0.182
8_12,0.056,0.182
8_13,0.056,0.182
8_14,0.056,0.182
8_15,0.056,0.182
8_2,0.063,0.19
8_3,0.063,0.19
8_4,0.056,0.182
8_5,0.056,0.182
8_6,0.056,0.182
8_7,0.056,0.182
8_8,0.056,0.182
8_9,0.056,0.182
9_0,0.063,0.19
9_1,0.063,0.19
9_10,0.056,0.182
9_11,0.056,0.182
9_12,0.056,0.182
9_13,0.056,0.182
9_14,0.056,0.182
9_15,0.056,0.182
9_2,0.063,0.19
9_3,0.063,0.19
9_4,0.056,0.182
9_5,0.056,0.182
9_6,0.056,0.182
9_7,0.056,0.182
9_8,0.056,0.182
9_9,0.056,0.182
