Edit Distances,MSE,MAD
6_10,0.016,0.048
6_11,0.016,0.048
6_12,0.016,0.048
6_13,0.016,0.048
6_14,0.016,0.048
6_15,0.016,0.048
6_2,0.027,0.064
6_3,0.016,0.048
6_4,0.016,0.048
6_5,0.016,0.048
6_6,0.016,0.048
6_7,0.016,0.048
6_8,0.016,0.048
6_9,0.016,0.048
7_0,0.028,0.066
7_1,0.023,0.056
7_10,0.016,0.048
7_11,0.016,0.048
7_12,0.016,0.048
7_13,0.016,0.048
7_14,0.016,0.048
7_15,0.016,0.048
7_2,0.023,0.056
7_3,0.016,0.048
7_4,0.016,0.048
7_5,0.016,0.048
7_6,0.016,0.048
7_7,0.016,0.048
7_8,0.016,0.048
7_9,0.016,0.048
8_0,0.028,0.066
8_1,0.023,0.056
8_10,0.016,0.048
8_11,0.016,0.048
8_12,0.016,0.048
8_13,0.016,0.048
8_14,0.016,0.048
8_15,0.016,0.048
8_2,0.023,0.056
8_3,0.016,0.048
8_4,0.016,0.048
8_5,0.016,0.048
8_6,0.016,0.048
8_7,0.016,0.048
8_8,0.016,0.048
8_9,0.016,0.048
9_0,0.028,0.066
9_1,0.023,0.056
9_10,0.016,0.048
9_11,0.016,0.048
9_12,0.016,0.048
9_13,0.016,0.048
9_14,0.016,0.048
9_15,0.016,0.048
9_2,0.023,0.056
9_3,0.016,0.048
9_4,0.016,0.048
9_5,0.016,0.048
9_6,0.016,0.048
9_7,0.016,0.048
9_8,0.016,0.048
9_9,0.016,0.048
